INDIVIDUAL_ID,GENUS,SPECIES,LOCALITY,COUNTRY,LATITUDE,N_S,LONGITUDE,E_W
10760,Lissotriton,sp.,Riddagshausen,Germany,52.27219,N,10.589025,E
5246,Lissotriton,graecus,Kalavryta,Greece,38.027286,N,22.045511,E
5247,Lissotriton,graecus,Kalavryta,Greece,38.027286,N,22.045511,E
5249,Lissotriton,graecus,Kalavryta,Greece,38.027286,N,22.045511,E
5250,Lissotriton,graecus,Kalavryta,Greece,38.027286,N,22.045511,E
5279,Lissotriton,lantzi,Maikop,Russia,44.6,N,40.1,E
12406,Lissotriton,boscai,Santander,Spain,43.46,N,3.81,W
12407,Lissotriton,boscai,Santander,Spain,43.46,N,3.81,W
12408,Lissotriton,boscai,Santander,Spain,43.46,N,3.81,W
10463,Lissotriton,vulgaris,Karlovac,Croatia,45.493,N,15.555,E
4273,Lissotriton,graecus,Domanovići,Bosnia i Hercegovina,43.13359833,N,17.80260086,E
7909,Lissotriton,kosswigi,Demirbey2,Turkey,40.86033249,N,30.49097252,E
7911,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
7910,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
7912,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
7939,Lissotriton,kosswigi,Denizli,Turkey,40.89758301,N,29.55547142,E
7940,Lissotriton,kosswigi,Denizli,Turkey,40.89758301,N,29.55547142,E
7941,Lissotriton,kosswigi,Denizli,Turkey,40.89758301,N,29.55547142,E
7942,Lissotriton,kosswigi,Denizli,Turkey,40.89758301,N,29.55547142,E
7944,Lissotriton,kosswigi,Denizli,Turkey,40.89758301,N,29.55547142,E
7950,Lissotriton,kosswigi,Denizli,Turkey,40.89758301,N,29.55547142,E
10570,Lissotriton,vulgaris,Mitrova,Serbia,42.999,N,20.361,E
7878,Lissotriton,kosswigi,Demirbey2,Turkey,40.86033249,N,30.49097252,E
12308,Lissotriton,helveticus,Ambleteuse,France,50.77999878,N,1.610000014,E
6228,Lissotriton,vulgaris,Salicea,Romania,46.6767,N,23.5261,E
10310,Lissotriton,vulgaris,Rudnjača,Montenegro,42.832,N,18.621,E
7883,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
10574,Lissotriton,vulgaris,Debrc,Serbia,44.632,N,19.905,E
7877,Lissotriton,kosswigi,Demirbey2,Turkey,40.86033249,N,30.49097252,E
7876,Lissotriton,kosswigi,Demirbey2,Turkey,40.86033249,N,30.49097252,E
7882,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
10311,Lissotriton,vulgaris,Rudnjača,Montenegro,42.832,N,18.621,E
6274,Lissotriton,vulgaris,Padurea-Raioasa,Romania,44.5447,N,25.8992,E
6275,Lissotriton,vulgaris,Teleajen-Valley,Romania,45.4389,N,25.9383,E
6276,Lissotriton,vulgaris,Teleajen-Valley,Romania,45.4389,N,25.9383,E
6278,Lissotriton,vulgaris,Teleajen-Valley,Romania,45.4389,N,25.9383,E
6279,Lissotriton,vulgaris,Teleajen-Valley,Romania,45.4389,N,25.9383,E
6293,Lissotriton,vulgaris,Blahnita,Romania,44.975,N,23.5028,E
10425,Lissotriton,vulgaris,Nevesinje,Bosnia and Herzegovina,43.32,N,18.089,E
10385,Lissotriton,vulgaris,Čevo,Montenegro,42.545,N,18.916,E
10386,Lissotriton,vulgaris,Čevo,Montenegro,42.545,N,18.916,E
10554,Lissotriton,vulgaris,Rutoši,Serbia,43.527,N,19.693,E
10555,Lissotriton,vulgaris,Zasavica,Serbia,44.968,N,19.51,E
10556,Lissotriton,vulgaris,Zasavica,Serbia,44.968,N,19.51,E
10557,Lissotriton,vulgaris,Markovo-Kale,Serbia,42.582,N,21.888,E
10575,Lissotriton,vulgaris,Debrc,Serbia,44.632,N,19.905,E
10576,Lissotriton,vulgaris,Debrc,Serbia,44.632,N,19.905,E
10671,Lissotriton,vulgaris,Oraovica,Serbia,42.864,N,22.071,E
10672,Lissotriton,vulgaris,Selevenjske-Pustare,Serbia,46.147,N,19.906,E
10673,Lissotriton,vulgaris,Selevenjske-Pustare,Serbia,46.147,N,19.906,E
10674,Lissotriton,vulgaris,Joševa,Serbia,44.582,N,19.404,E
10675,Lissotriton,vulgaris,Joševa,Serbia,44.582,N,19.404,E
10676,Lissotriton,vulgaris,Joševa,Serbia,44.582,N,19.404,E
10679,Lissotriton,vulgaris,Paskovac,Serbia,44.483,N,19.231,E
10680,Lissotriton,vulgaris,Obrenovac,Serbia,44.662,N,20.203,E
6256,Lissotriton,vulgaris,Balta-Vederoasa,Romania,44.1972,N,27.8603,E
6257,Lissotriton,vulgaris,Balta-Vederoasa,Romania,44.1972,N,27.8603,E
6258,Lissotriton,vulgaris,Balta-Vederoasa,Romania,44.1972,N,27.8603,E
6259,Lissotriton,vulgaris,Balta-Vederoasa,Romania,44.1972,N,27.8603,E
10368,Lissotriton,graecus,Bojanje-Brdo,Montenegro,42.563,N,18.822,E
10369,Lissotriton,graecus,Bojanje-Brdo,Montenegro,42.563,N,18.822,E
10376,Lissotriton,vulgaris,Ajdovščina,Slovenia,45.886,N,13.904,E
10379,Lissotriton,vulgaris,Ajdovščina,Slovenia,45.886,N,13.904,E
10372,Lissotriton,vulgaris,Zminicko-Jezero,Montenegro,43.10014831,N,19.24584385,E
10373,Lissotriton,vulgaris,Zminicko-Jezero,Montenegro,43.10014831,N,19.24584385,E
10374,Lissotriton,vulgaris,Zminicko-Jezero,Montenegro,43.10014831,N,19.24584385,E
10380,Lissotriton,vulgaris,Podstrmec,Slovenia,45.804,N,14.574,E
10381,Lissotriton,vulgaris,Podstrmec,Slovenia,45.804,N,14.574,E
10382,Lissotriton,vulgaris,Podstrmec,Slovenia,45.804,N,14.574,E
10383,Lissotriton,vulgaris,Podstrmec,Slovenia,45.804,N,14.574,E
10384,Lissotriton,vulgaris,Podstrmec,Slovenia,45.804,N,14.574,E
10412,Lissotriton,vulgaris,Rogaška-Slatina,Slovenia,46.233,N,15.638,E
10490,Lissotriton,vulgaris,Mokro-Polje,Croatia,44.072,N,16.041,E
10491,Lissotriton,vulgaris,Mokro-Polje,Croatia,44.072,N,16.041,E
10485,Lissotriton,vulgaris,Plosna,Croatia,45.347,N,14.544,E
6396,Lissotriton,kosswigi,Demirbey3,Turkey,40.8495,N,30.4935,E
11851,Lissotriton,montandoni,Okruhla12,Ukraine,48.119,N,23.652,E
11558,Lissotriton,montandoni,Krychovo07,Ukraine,48.233,N,23.597,E
11559,Lissotriton,montandoni,Krychovo07,Ukraine,48.233,N,23.597,E
11560,Lissotriton,montandoni,Krychovo07,Ukraine,48.233,N,23.597,E
5803,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5881,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
8307,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
11458,Lissotriton,montandoni,Bobove2,Ukraine,48.123,N,23.651,E
11570,Lissotriton,montandoni,Krychovo07,Ukraine,48.233,N,23.597,E
11705,Lissotriton,montandoni,Okruhla06,Ukraine,48.105,N,23.669,E
11716,Lissotriton,montandoni,Okruhla07,Ukraine,48.108,N,23.666,E
11717,Lissotriton,montandoni,Okruhla07,Ukraine,48.108,N,23.666,E
11718,Lissotriton,montandoni,Okruhla07,Ukraine,48.108,N,23.666,E
11719,Lissotriton,montandoni,Okruhla07,Ukraine,48.108,N,23.666,E
11720,Lissotriton,montandoni,Okruhla07,Ukraine,48.108,N,23.666,E
5810,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5791,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5792,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5794,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5796,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5998,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
8291,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5700,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
5705,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
6101,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5719,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
5722,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
8138,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
8139,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
6225,Lissotriton,vulgaris,Lacul-Vederoasa,Romania,44.22,N,27.87,E
5673,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5993,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5996,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5793,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5795,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5797,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
5320,Lissotriton,lantzi,Malaya-Ritsa-Lake,Russia,43.466667,N,40.5,E
5275,Lissotriton,lantzi,Malaya-Ritsa-Lake,Russia,43.466667,N,40.5,E
5276,Lissotriton,lantzi,Malaya-Ritsa-Lake,Russia,43.466667,N,40.5,E
5265,Lissotriton,lantzi,Krepostnaya,Russia,44.7,N,38.666,E
5264,Lissotriton,lantzi,Lidzava,Russia,43.183333,N,40.35,E
5304,Lissotriton,lantzi,Lidzava,Russia,43.183333,N,40.35,E
6294,Lissotriton,lantzi,Bakuriani2,Georgia,41.7505,N,43.5167,E
6296,Lissotriton,lantzi,Bakuriani2,Georgia,41.7505,N,43.5167,E
6295,Lissotriton,lantzi,Bakuriani2,Georgia,41.7505,N,43.5167,E
6297,Lissotriton,lantzi,Bakuriani2,Georgia,41.7505,N,43.5167,E
10784,Lissotriton,vulgaris,Caleri,Italy,45.099609,N,12.331198,E
10785,Lissotriton,vulgaris,Caleri,Italy,45.099609,N,12.331198,E
10786,Lissotriton,vulgaris,Caleri,Italy,45.099609,N,12.331198,E
10787,Lissotriton,vulgaris,Pianoro,Italy,44.38769132,N,11.34438001,E
10788,Lissotriton,vulgaris,Pianoro,Italy,44.38769132,N,11.34438001,E
10789,Lissotriton,vulgaris,Pianoro,Italy,44.38769132,N,11.34438001,E
10790,Lissotriton,vulgaris,Pianoro,Italy,44.38769132,N,11.34438001,E
10807,Lissotriton,vulgaris,Vassiliki,Greece,38.627778,N,20.611139,E
10809,Lissotriton,vulgaris,Koridallos,Greece,39.822708,N,21.347356,E
10814,Lissotriton,vulgaris,Theodoroi,Greece,39.970306,N,21.524694,E
10815,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
10817,Lissotriton,vulgaris,Svetvinčenat,Croatia,45.06798333,N,13.87651667,E
10818,Lissotriton,vulgaris,Donega,Italy,44.94258615,N,9.241838745,E
10819,Lissotriton,vulgaris,Canavera,Italy,44.92172651,N,9.235536568,E
10821,Lissotriton,vulgaris,San-Germiniano,Italy,44.72448333,N,10.44206667,E
10824,Lissotriton,vulgaris,Greve-in-Chianti,Italy,43.59165286,N,11.30277973,E
10825,Lissotriton,vulgaris,Rocca-di-Mezzo,Italy,42.16129167,N,13.63661389,E
10826,Lissotriton,vulgaris,Nespolo,Italy,42.152916,N,13.047295,E
10827,Lissotriton,vulgaris,Ladispoli,Italy,41.94027914,N,12.09654414,E
10828,Lissotriton,vulgaris,Colli-del-Vivaro,Italy,41.764454,N,12.795384,E
10829,Lissotriton,vulgaris,Moricone,Italy,42.10210051,N,12.78738352,E
10830,Lissotriton,vulgaris,Canale-Monterano,Italy,42.12669217,N,12.04627355,E
6305,Lissotriton,lantzi,Dylym,Russia,43.066667,N,46.616667,E
6310,Lissotriton,lantzi,Khodzhokh,Russia,44.313,N,40.01379,E
6308,Lissotriton,lantzi,Dylym,Russia,43.066667,N,46.616667,E
6306,Lissotriton,lantzi,Dylym,Russia,43.066667,N,46.616667,E
6315,Lissotriton,lantzi,Loo,Russia,43.666667,N,39.633333,E
6314,Lissotriton,lantzi,Loo,Russia,43.666667,N,39.633333,E
6316,Lissotriton,lantzi,Loo,Russia,43.666667,N,39.633333,E
6317,Lissotriton,lantzi,Loo,Russia,43.666667,N,39.633333,E
6319,Lissotriton,lantzi,Machara,Russia,42.9344,N,41.0879,E
10392,Lissotriton,vulgaris,Kriva-Palanka,Macedonia,42.206,N,22.331,E
10545,Lissotriton,vulgaris,Trešnja-Jezero,Serbia,44.606,N,20.571,E
10387,Lissotriton,vulgaris,Čevo,Montenegro,42.545,N,18.916,E
10388,Lissotriton,vulgaris,Čevo,Montenegro,42.545,N,18.916,E
10389,Lissotriton,vulgaris,Čevo,Montenegro,42.545,N,18.916,E
10395,Lissotriton,vulgaris,Kriva-Palanka,Macedonia,42.206,N,22.331,E
10811,Lissotriton,schmidtleri,Monastiraki,Greece,40.847867,N,26.122433,E
10808,Lissotriton,schmidtleri,Nipsa,Greece,40.937861,N,26.05625,E
10396,Lissotriton,vulgaris,Kriva-Palanka,Macedonia,42.206,N,22.331,E
10397,Lissotriton,vulgaris,Kosić,Montenegro,42.523,N,19.154,E
10413,Lissotriton,vulgaris,Pilatovci,Montenegro,42.856,N,18.518,E
10414,Lissotriton,vulgaris,Pilatovci,Montenegro,42.856,N,18.518,E
10415,Lissotriton,vulgaris,Pilatovci,Montenegro,42.856,N,18.518,E
10416,Lissotriton,vulgaris,Turopolje,Croatia,45.648,N,16.139,E
10417,Lissotriton,vulgaris,Turopolje,Croatia,45.648,N,16.139,E
10418,Lissotriton,vulgaris,Turopolje,Croatia,45.648,N,16.139,E
10419,Lissotriton,vulgaris,Turopolje,Croatia,45.648,N,16.139,E
10420,Lissotriton,vulgaris,Turopolje,Croatia,45.648,N,16.139,E
10439,Lissotriton,vulgaris,Švica,Croatia,44.872,N,15.173,E
10440,Lissotriton,vulgaris,Švica,Croatia,44.872,N,15.173,E
10441,Lissotriton,vulgaris,Švica,Croatia,44.872,N,15.173,E
10443,Lissotriton,vulgaris,Švica,Croatia,44.872,N,15.173,E
10444,Lissotriton,vulgaris,Strumica,Macedonia,41.438,N,22.643,E
10445,Lissotriton,vulgaris,Strumica,Macedonia,41.438,N,22.643,E
10446,Lissotriton,vulgaris,Strumica,Macedonia,41.438,N,22.643,E
10447,Lissotriton,vulgaris,Strumica,Macedonia,41.438,N,22.643,E
10448,Lissotriton,vulgaris,Strumica,Macedonia,41.438,N,22.643,E
10449,Lissotriton,vulgaris,Stracin,Macedonia,42.151,N,22.033,E
10520,Lissotriton,vulgaris,Kijevo,Bosnia and Herzegovina,43.755,N,18.408,E
10529,Lissotriton,vulgaris,Beli-Manastir,Croatia,45.773,N,18.611,E
10530,Lissotriton,vulgaris,Beli-Manastir,Croatia,45.773,N,18.611,E
10532,Lissotriton,vulgaris,Beli-Manastir,Croatia,45.773,N,18.611,E
10533,Lissotriton,vulgaris,Peteranec,Croatia,46.194,N,16.887,E
5347,Lissotriton,vulgaris,Borovitsa,Bulgaria,43.59000015,N,22.77000046,E
10442,Lissotriton,vulgaris,Švica,Croatia,44.872,N,15.173,E
13558,Lissotriton,vulgaris,Cesano-Maderno,Italy,45.61666667,N,9.116666667,E
13559,Lissotriton,vulgaris,Cesano-Maderno,Italy,45.61666667,N,9.116666667,E
7866,Lissotriton,vulgaris,Saricaali,Turkey,41.41706,N,27.22331,E
13589,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13590,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13591,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13592,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13593,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13594,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13595,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13596,Lissotriton,vulgaris,Sepino,Italy,41.41004796,N,14.61999506,E
13635,Lissotriton,montandoni,Kuźmina,Poland,49.61869812,N,22.42779922,E
12840,Lissotriton,boscai,Lamuño,Spain,43.562837,N,-6.199628,W
12841,Lissotriton,boscai,Lamuño,Spain,43.562837,N,-6.199628,W
12842,Lissotriton,boscai,Lamuño,Spain,43.562837,N,-6.199628,W
12843,Lissotriton,boscai,Lamuño,Spain,43.562837,N,-6.199628,W
10247,Lissotriton,graecus,Hadžibegova-kula,Bosnia i Hercegovina,42.9509,N,17.8031,E
10262,Lissotriton,graecus,Apollonia,Albania,40.71752,N,19.47599,E
10263,Lissotriton,graecus,Apollonia,Albania,40.71752,N,19.47599,E
10264,Lissotriton,graecus,Apollonia,Albania,40.71752,N,19.47599,E
10265,Lissotriton,graecus,Apollonia,Albania,40.71752,N,19.47599,E
10266,Lissotriton,graecus,Lukovë,Albania,39.99888,N,19.90794,E
10268,Lissotriton,graecus,Shelegur-Gërmenj,Albania,40.1814,N,20.67441,E
10269,Lissotriton,graecus,Shelegur-Gërmenj,Albania,40.1814,N,20.67441,E
10690,Lissotriton,graecus,Gryke-Lugje,Albania,42.36101,N,19.63316,E
10691,Lissotriton,graecus,Buzëliqen,Albania,40.68368,N,20.99716,E
5277,Lissotriton,lantzi,Dylym,Russia,43.066667,N,46.616667,E
5394,Lissotriton,vulgaris,Dolni-Dabnik,Bulgaria,43.40399933,N,24.47999954,E
5395,Lissotriton,vulgaris,Dolni-Dabnik,Bulgaria,43.40399933,N,24.47999954,E
5396,Lissotriton,vulgaris,Dolni-Dabnik,Bulgaria,43.40399933,N,24.47999954,E
6303,Lissotriton,lantzi,Dabadzveli-Lake-,Georgia,41.764,N,43.356,E
6311,Lissotriton,lantzi,Kulevi,Georgia,42.2707,N,41.7102,E
6037,Lissotriton,vulgaris,Olaszliszka,Hungary,48.22990036,N,21.41390038,E
6078,Lissotriton,vulgaris,Harsany,Hungary,48.01330185,N,20.76280022,E
6079,Lissotriton,vulgaris,Harsany,Hungary,48.01330185,N,20.76280022,E
10254,Lissotriton,vulgaris,Dragonje,Slovenia,45.44815,N,13.67649,E
10256,Lissotriton,vulgaris,NPR-Šúr,Slovakia,48.22824,N,17.20549,E
10257,Lissotriton,vulgaris,Na-Plachtě,Czech Republic,50.18841,N,15.8603,E
6089,Lissotriton,vulgaris,Harsany,Hungary,48.01330185,N,20.76280022,E
6148,Lissotriton,schmidtleri,Eskikızılelma,Turkey,40.03435135,N,28.72583961,E
6149,Lissotriton,schmidtleri,Eskikızılelma,Turkey,40.03435135,N,28.72583961,E
10255,Lissotriton,graecus,Vagalat2,Albania,39.7701,N,20.1203,E
6128,Lissotriton,schmidtleri,Hürriyet,Turkey,40.27592087,N,28.6498394,E
6130,Lissotriton,schmidtleri,Hürriyet,Turkey,40.27592087,N,28.6498394,E
6131,Lissotriton,schmidtleri,Hürriyet,Turkey,40.27592087,N,28.6498394,E
6132,Lissotriton,schmidtleri,Hürriyet,Turkey,40.27592087,N,28.6498394,E
6133,Lissotriton,schmidtleri,Hürriyet,Turkey,40.27592087,N,28.6498394,E
6134,Lissotriton,schmidtleri,Hürriyet,Turkey,40.27592087,N,28.6498394,E
6145,Lissotriton,schmidtleri,Küçükyenice,Turkey,40.27582932,N,28.84444046,E
6146,Lissotriton,schmidtleri,Küçükyenice,Turkey,40.27582932,N,28.84444046,E
5280,Lissotriton,lantzi,Goryachiy-Kluch,Russia,44.65,N,39.133333,E
5281,Lissotriton,lantzi,Goryachiy-Kluch,Russia,44.65,N,39.133333,E
5282,Lissotriton,lantzi,Goryachiy-Kluch,Russia,44.65,N,39.133333,E
5283,Lissotriton,lantzi,Goryachiy-Kluch,Russia,44.65,N,39.133333,E
5284,Lissotriton,lantzi,Goryachiy-Kluch,Russia,44.65,N,39.133333,E
5290,Lissotriton,lantzi,Goryachiy-Kluch2,Russia,44.6666679,N,39.1500015,E
5291,Lissotriton,lantzi,Goryachiy-Kluch2,Russia,44.6666679,N,39.1500015,E
5292,Lissotriton,lantzi,Mineralnye-Vody,Russia,44.20000076,N,43.08333206,E
13637,Lissotriton,montandoni x vulgaris hybrid,Kuźmina,Poland,49.61869812,N,22.42779922,E
13638,Lissotriton,montandoni x vulgaris hybrid,Kuźmina,Poland,49.61869812,N,22.42779922,E
10589,Lissotriton,vulgaris,Despotovac,Serbia,44.097,N,21.432,E
10590,Lissotriton,vulgaris,Despotovac,Serbia,44.097,N,21.432,E
10591,Lissotriton,vulgaris,Despotovac,Serbia,44.097,N,21.432,E
10592,Lissotriton,vulgaris,Despotovac,Serbia,44.097,N,21.432,E
10739,Lissotriton,vulgaris,Gatchina,Russia,59.55,N,30.1,E
5272,Lissotriton,lantzi,Krepostnaya,Russia,44.7,N,38.666,E
5273,Lissotriton,lantzi,Krepostnaya,Russia,44.7,N,38.666,E
5274,Lissotriton,lantzi,Krepostnaya,Russia,44.7,N,38.666,E
5626,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5627,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5628,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5629,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5630,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5631,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5632,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5633,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5634,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5635,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5636,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5637,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5638,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5639,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5640,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5641,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
5642,Lissotriton,vulgaris,Zeicani,Romania,45.50600052,N,22.70899963,E
7916,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
6239,Lissotriton,vulgaris,Mercina,Romania,45.0628,N,21.5361,E
7886,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
5564,Lissotriton,graecus,Parvomay,Bulgaria,41.40980148,N,23.13750076,E
5565,Lissotriton,graecus,Parvomay,Bulgaria,41.40980148,N,23.13750076,E
5566,Lissotriton,graecus,Parvomay,Bulgaria,41.40980148,N,23.13750076,E
5567,Lissotriton,graecus,Parvomay,Bulgaria,41.40980148,N,23.13750076,E
10291,Lissotriton,graecus,Cerova-Lokva,Montenegro,42.72741999,N,18.57677,E
6429,Lissotriton,kosswigi,Kuyumculu,Turkey,41.0574,N,30.7886,E
6446,Lissotriton,kosswigi,Kuyumculu,Turkey,41.0574,N,30.7886,E
6448,Lissotriton,kosswigi,Kuyumculu,Turkey,41.0574,N,30.7886,E
6449,Lissotriton,kosswigi,Kuyumculu,Turkey,41.0574,N,30.7886,E
6458,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6459,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6460,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6461,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6462,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6463,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6464,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6465,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6466,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
6467,Lissotriton,kosswigi,Hacılar,Turkey,41.4986,N,32.0899,E
8389,Lissotriton,kosswigi,Tekeköy,Turkey,41.076,N,29.658,E
8393,Lissotriton,kosswigi,Tekeköy,Turkey,41.076,N,29.658,E
6139,Lissotriton,schmidtleri,Yaliciftlik,Turkey,40.34643936,N,28.7191906,E
6140,Lissotriton,schmidtleri,Yaliciftlik,Turkey,40.34643936,N,28.7191906,E
6141,Lissotriton,schmidtleri,Yaliciftlik,Turkey,40.34643936,N,28.7191906,E
6142,Lissotriton,schmidtleri,Yaliciftlik,Turkey,40.34643936,N,28.7191906,E
6143,Lissotriton,schmidtleri,Yaliciftlik,Turkey,40.34643936,N,28.7191906,E
6144,Lissotriton,schmidtleri,Yaliciftlik,Turkey,40.34643936,N,28.7191906,E
10438,Lissotriton,vulgaris,Sinj,Croatia,43.703,N,16.637,E
10461,Lissotriton,vulgaris,Zaboj,Montenegro,43.011,N,19.379,E
10462,Lissotriton,vulgaris,Zaboj,Montenegro,43.011,N,19.379,E
10476,Lissotriton,vulgaris,Jelah,Bosnia and Herzegovina,44.65,N,17.956,E
10477,Lissotriton,vulgaris,Jelah,Bosnia and Herzegovina,44.65,N,17.956,E
10763,Lissotriton,vulgaris,Dziewin,Poland,50.08026,N,20.40522,E
10765,Lissotriton,vulgaris,Klewiny,Poland,54.283355,N,22.087731,E
10766,Lissotriton,vulgaris,Jasieńczyk,Poland,54.1324,N,21.94,E
10712,Lissotriton,vulgaris,Staro-Selo,Bulgaria,44.02319,N,26.5053,E
10713,Lissotriton,vulgaris,Tenevo,Bulgaria,42.36063,N,26.54678,E
10714,Lissotriton,vulgaris,Tenevo,Bulgaria,42.36063,N,26.54678,E
10768,Lissotriton,vulgaris,Dębki,Poland,54.82889,N,18.096811,E
10738,Lissotriton,vulgaris,Ekaterinburg,Russia,56.8667,N,60.7333,E
7881,Lissotriton,kosswigi,Hacılar2,Turkey,41.495,N,32.0886,E
10647,Lissotriton,vulgaris,Preševo,Serbia,42.309,N,21.65,E
10648,Lissotriton,vulgaris,Preševo,Serbia,42.309,N,21.65,E
10649,Lissotriton,vulgaris,Radojevo,Serbia,45.745,N,20.794,E
10770,Lissotriton,vulgaris,Dogna,Italy,46.45071371,N,13.30711582,E
10653,Lissotriton,vulgaris,Ivanovo,Serbia,44.754,N,20.679,E
10654,Lissotriton,vulgaris,Ivanovo,Serbia,44.754,N,20.679,E
10605,Lissotriton,vulgaris,Gola-Glava,Serbia,44.393,N,19.823,E
10655,Lissotriton,vulgaris,Ivanovo,Serbia,44.754,N,20.679,E
10656,Lissotriton,vulgaris,Ivanovo,Serbia,44.754,N,20.679,E
10657,Lissotriton,vulgaris,Ivanovo,Serbia,44.754,N,20.679,E
10658,Lissotriton,vulgaris,Rakari,Serbia,44.23,N,20.169,E
10659,Lissotriton,vulgaris,Obedska-Bara,Serbia,44.741,N,20.016,E
10660,Lissotriton,vulgaris,Obedska-Bara,Serbia,44.741,N,20.016,E
