INDIVIDUAL_ID,GENUS,SPECIES,LOCALITY,COUNTRY,LATITUDE,N_S,LONGITUDE,E_W
9838,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9839,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9840,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9843,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9844,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9845,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9846,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9847,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9848,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9850,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9854,Lissotriton,vulgaris,Tazlău18,Romania,46.698,N,26.346,E
9957,Lissotriton,vulgaris,Tazlău22,Romania,46.738,N,26.452,E
9958,Lissotriton,vulgaris,Tazlău22,Romania,46.738,N,26.452,E
9959,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9960,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9961,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9962,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9963,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9964,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9965,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9966,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9967,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9968,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9969,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9970,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9971,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9972,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9973,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
9974,Lissotriton,vulgaris,Borleşti,Romania,46.76,N,26.476,E
3010,Lissotriton,montandoni,Smerek,Poland,49.16239929,N,22.43600082,E
3011,Lissotriton,montandoni,Smerek,Poland,49.16239929,N,22.43600082,E
7587,Lissotriton,vulgaris,Remetea1,Romania,46.7901,N,25.4246,E
7588,Lissotriton,vulgaris,Remetea1,Romania,46.7901,N,25.4246,E
7497,Lissotriton,vulgaris,Joseni1,Romania,46.7308,N,25.4343,E
7304,Lissotriton,vulgaris,Glăjărie,Romania,46.8436,N,24.9462,E
7305,Lissotriton,vulgaris,Glăjărie,Romania,46.8436,N,24.9462,E
7306,Lissotriton,vulgaris,Glăjărie,Romania,46.8436,N,24.9462,E
7370,Lissotriton,vulgaris,Brădeţelu1,Romania,46.7555,N,25.0606,E
6785,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
6786,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
8881,Lissotriton,vulgaris,Osava4,Ukraine,48.295,N,23.332,E
8596,Lissotriton,vulgaris,Lypcha6,Ukraine,48.296,N,23.383,E
9321,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
2534,Lissotriton,montandoni,Łopuszna,Poland,49.51490021,N,20.14080048,E
14243,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14244,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14245,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14246,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14247,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14248,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14249,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14250,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14251,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14252,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14253,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
11157,Lissotriton,montandoni,Velyka-Uholka05,Ukraine,48.226,N,23.681,E
11483,Lissotriton,montandoni x vulgaris F1 hybrid,Okruhla01,Ukraine,48.077,N,23.663,E
11409,Lissotriton,montandoni,Nemetska-Mokra,Ukraine,48.392,N,23.825,E
11410,Lissotriton,montandoni,Nemetska-Mokra,Ukraine,48.392,N,23.825,E
10963,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10816,Lissotriton,vulgaris,Roč,Croatia,45.39766667,N,14.05086667,E
14402,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
23129,Lissotriton,vulgaris,Jasło,Poland,49.73889923,N,21.49259949,E
12858,Lissotriton,boscai,Lamuño,Spain,43.562837,N,-6.199628,W
12417,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12416,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12418,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12419,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12420,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12421,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12422,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12423,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12424,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12425,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12426,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12427,Lissotriton,helveticus,Ourense,Spain,42.336,N,-7.864,W
12447,Lissotriton,montandoni,Wol3,Poland,49.50783,N,21.37883,E
12439,Lissotriton,montandoni,Zwi1,Poland,49.513,N,21.48633,E
12442,Lissotriton,montandoni,Zwi1,Poland,49.513,N,21.48633,E
12444,Lissotriton,montandoni,Wol3,Poland,49.50783,N,21.37883,E
13664,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
13661,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
13663,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
13665,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
13666,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
13668,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
13667,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
13669,Lissotriton,italicus,Gorga,Italy,41.647622,N,13.070177,E
5560,Lissotriton,schmidtleri,Tulovo,Bulgaria,42.56200027,N,25.54599953,E
12445,Lissotriton,montandoni,Wol3,Poland,49.50783,N,21.37883,E
12446,Lissotriton,montandoni,Wol3,Poland,49.50783,N,21.37883,E
14421,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
23130,Lissotriton,vulgaris,Jasło,Poland,49.73889923,N,21.49259949,E
1469,Lissotriton,vulgaris,Arieseni,Romania,46.46530151,N,22.78339958,E
1473,Lissotriton,vulgaris,Carpeniş,Romania,46.32960129,N,23.0618,E
1474,Lissotriton,vulgaris,Carpeniş,Romania,46.32960129,N,23.0618,E
2185,Lissotriton,vulgaris,Pokrzywna,Poland,50.29299927,N,17.45409966,E
406,Lissotriton,vulgaris,Glušci,Serbia,44.99440002,N,19.72940063,E
1528,Lissotriton,vulgaris,Plopu1,Romania,45.05400085,N,26.14839935,E
5482,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
5483,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
5484,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
5485,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
5486,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
5487,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
5488,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
5489,Lissotriton,vulgaris,Novo-Oryahovo,Bulgaria,42.98799896,N,27.84600067,E
7747,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
7748,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
7749,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
1529,Lissotriton,vulgaris,Plopu1,Romania,45.05400085,N,26.14839935,E
7750,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
7751,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
7752,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
7753,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
1530,Lissotriton,vulgaris,Plopu1,Romania,45.05400085,N,26.14839935,E
7754,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
7755,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
7756,Lissotriton,vulgaris,Tazlău9,Romania,46.7145,N,26.4237,E
7757,Lissotriton,vulgaris,Tazlău9,Romania,46.7145,N,26.4237,E
7758,Lissotriton,vulgaris,Tazlău9,Romania,46.7145,N,26.4237,E
7759,Lissotriton,vulgaris,Tazlău9,Romania,46.7145,N,26.4237,E
7760,Lissotriton,vulgaris,Tazlău9,Romania,46.7145,N,26.4237,E
8780,Lissotriton,montandoni,Medvezhyi4,Ukraine,48.338,N,23.431,E
8781,Lissotriton,montandoni,Medvezhyi4,Ukraine,48.338,N,23.431,E
8783,Lissotriton,montandoni,Medvezhyi4,Ukraine,48.338,N,23.431,E
8784,Lissotriton,montandoni,Medvezhyi4,Ukraine,48.338,N,23.431,E
8785,Lissotriton,montandoni,Medvezhyi4,Ukraine,48.338,N,23.431,E
7371,Lissotriton,vulgaris,Arşiţa1,Romania,46.788,N,25.0045,E
7372,Lissotriton,vulgaris,Arşiţa1,Romania,46.788,N,25.0045,E
7373,Lissotriton,vulgaris,Arşiţa1,Romania,46.788,N,25.0045,E
7374,Lissotriton,vulgaris,Arşiţa1,Romania,46.788,N,25.0045,E
7375,Lissotriton,vulgaris,Arşiţa1,Romania,46.788,N,25.0045,E
7376,Lissotriton,vulgaris,Arşiţa1,Romania,46.788,N,25.0045,E
8786,Lissotriton,montandoni,Medvezhyi4,Ukraine,48.338,N,23.431,E
8787,Lissotriton,montandoni,Medvezhyi4,Ukraine,48.338,N,23.431,E
6769,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
6770,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
6771,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
6772,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
6773,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
6774,Lissotriton,vulgaris,Păltinoasa1,Romania,47.577,N,25.9835,E
9139,Lissotriton,vulgaris,Medvezha1,Ukraine,49.419,N,23.349,E
9140,Lissotriton,vulgaris,Medvezha1,Ukraine,49.419,N,23.349,E
9141,Lissotriton,vulgaris,Medvezha1,Ukraine,49.419,N,23.349,E
9142,Lissotriton,vulgaris,Medvezha1,Ukraine,49.419,N,23.349,E
9143,Lissotriton,montandoni,Medvezha1,Ukraine,49.419,N,23.349,E
9157,Lissotriton,vulgaris,Medvezha2,Ukraine,49.418,N,23.353,E
9590,Lissotriton,vulgaris,Brateş,Romania,46.746,N,26.187,E
13282,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
13283,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
13284,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
13285,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
13286,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
13287,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
13288,Lissotriton,vulgaris,Komen,Slovenia,45.81894663,N,13.75005709,E
11692,Lissotriton,vulgaris,Okruhla05,Ukraine,48.103,N,23.67,E
14254,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14255,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14256,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
14257,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
9741,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
9742,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
9743,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
9744,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
9745,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
9746,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
9747,Lissotriton,vulgaris,Tazlău8,Romania,46.7115,N,26.4164,E
9748,Lissotriton,vulgaris,Tazlău14,Romania,46.71,N,26.415,E
9749,Lissotriton,vulgaris,Tazlău14,Romania,46.71,N,26.415,E
9750,Lissotriton,vulgaris,Tazlău14,Romania,46.71,N,26.415,E
9234,Lissotriton,vulgaris,Medvezha7,Ukraine,49.389,N,23.423,E
9235,Lissotriton,vulgaris,Medvezha7,Ukraine,49.389,N,23.423,E
9236,Lissotriton,vulgaris,Medvezha7,Ukraine,49.389,N,23.423,E
9237,Lissotriton,vulgaris,Medvezha7,Ukraine,49.389,N,23.423,E
9238,Lissotriton,vulgaris,Voloshcha1,Ukraine,49.502,N,23.57,E
9239,Lissotriton,vulgaris,Voloshcha1,Ukraine,49.502,N,23.57,E
9320,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
9325,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
1531,Lissotriton,vulgaris,Plopu1,Romania,45.05400085,N,26.14839935,E
1532,Lissotriton,vulgaris,Plopu1,Romania,45.05400085,N,26.14839935,E
1533,Lissotriton,vulgaris,Plopu2,Romania,45.04999924,N,26.14999962,E
1541,Lissotriton,vulgaris,Plopu1,Romania,45.05400085,N,26.14839935,E
1542,Lissotriton,vulgaris,Plopu1,Romania,45.05400085,N,26.14839935,E
1599,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1600,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1601,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1602,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1603,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1604,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1605,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1606,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1607,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1608,Lissotriton,vulgaris,Valea-Uzului,Romania,46.33509827,N,26.30139923,E
1609,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1610,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
13393,Lissotriton,vulgaris,Terra-del-Sole,Italy,44.18688812,N,11.96002815,E
11286,Lissotriton,vulgaris,Hrunyky,Ukraine,48.146,N,23.671,E
1612,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1613,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1615,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1616,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1617,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
10961,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
1618,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1619,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1620,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
1621,Lissotriton,vulgaris,Tazlău,Romania,46.73180008,N,26.47480011,E
9565,Lissotriton,montandoni,Bicaz,Romania,46.934,N,26.126,E
13450,Lissotriton,vulgaris,Bosco-Rocconi,Italy,42.748028,N,11.504324,E
13451,Lissotriton,vulgaris,Orbetello,Italy,42.44347102,N,11.22202054,E
13452,Lissotriton,vulgaris,Orbetello,Italy,42.44347102,N,11.22202054,E
13453,Lissotriton,vulgaris,Orbetello,Italy,42.44347102,N,11.22202054,E
13454,Lissotriton,vulgaris,Orbetello,Italy,42.44347102,N,11.22202054,E
10889,Lissotriton,vulgaris,Yarok,Ukraine,48.64,N,22.444,E
12652,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
12653,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
12654,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
12655,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
10914,Lissotriton,vulgaris,Solotvyne1,Ukraine,47.971,N,23.839,E
10915,Lissotriton,vulgaris,Solotvyne1,Ukraine,47.971,N,23.839,E
10916,Lissotriton,vulgaris,Solotvyne1,Ukraine,47.971,N,23.839,E
10946,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10947,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
12660,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
12661,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
12662,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
12663,Lissotriton,montandoni x vulgaris F2 hybrid,Not_Applicable,Poland,0,N,0,E
10950,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10951,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10952,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10953,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10954,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10955,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10956,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10957,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10958,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10959,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10960,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
10962,Lissotriton,vulgaris,Solotvyne2,Ukraine,47.958,N,23.896,E
9932,Lissotriton,montandoni,Tazlău2,Romania,46.7321,N,26.3348,E
12096,Lissotriton,vulgaris,Chornotysiv,Ukraine,48.074,N,23.058,E
11017,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11018,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11019,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11020,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11021,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11022,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11023,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
1883,Lissotriton,vulgaris,Pomi,Romania,47.69350052,N,23.32040024,E
1920,Lissotriton,vulgaris,Strâmba,Romania,47.24760056,N,24.65309906,E
1921,Lissotriton,vulgaris,Brădeţelu1,Romania,46.7555,N,25.0606,E
1922,Lissotriton,vulgaris,Brădeţelu1,Romania,46.7555,N,25.0606,E
1923,Lissotriton,vulgaris,Brădeţelu1,Romania,46.7555,N,25.0606,E
1924,Lissotriton,vulgaris,Brădeţelu1,Romania,46.7555,N,25.0606,E
1986,Lissotriton,vulgaris,Penteleu1,Romania,45.55960083,N,26.3560009,E
2104,Lissotriton,vulgaris,Sânzieni,Romania,46.10409927,N,26.1284008,E
2105,Lissotriton,vulgaris,Sânzieni,Romania,46.10409927,N,26.1284008,E
2200,Lissotriton,vulgaris,Lipníky,Slovakia,49.06499863,N,21.42379951,E
2202,Lissotriton,vulgaris,Lipníky,Slovakia,49.06499863,N,21.42379951,E
2204,Lissotriton,vulgaris,Lipníky,Slovakia,49.06499863,N,21.42379951,E
1961,Lissotriton,vulgaris,Sânzieni,Romania,46.10409927,N,26.1284008,E
2467,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2468,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2469,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2471,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2472,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2473,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2474,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2475,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2476,Lissotriton,vulgaris,Pădureni,Romania,46.56330109,N,26.78809929,E
2641,Lissotriton,vulgaris,Bronytsya2,Ukraine,49.43050003,N,23.41270065,E
3014,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3015,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3016,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3017,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3018,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
11024,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11025,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11026,Lissotriton,vulgaris,Mala-Uholka04,Ukraine,48.193,N,23.63,E
11038,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11039,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11040,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11041,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11042,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11043,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11044,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11045,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11046,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11047,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
11048,Lissotriton,vulgaris,Mala-Uholka06,Ukraine,48.182,N,23.619,E
3019,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3020,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3021,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3022,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3023,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
3024,Lissotriton,vulgaris,Bogdana,Romania,47.02750015,N,23.03070068,E
2530,Lissotriton,montandoni,Łopuszna,Poland,49.51490021,N,20.14080048,E
2532,Lissotriton,montandoni,Łopuszna,Poland,49.51490021,N,20.14080048,E
2554,Lissotriton,montandoni x vulgaris F1 hybrid,Not_Applicable,Poland,0,N,0,E
2533,Lissotriton,montandoni,Łopuszna,Poland,49.51490021,N,20.14080048,E
11077,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11078,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11079,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11080,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11081,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11082,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11083,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11084,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11085,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11086,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11087,Lissotriton,vulgaris,Mala-Uholka09,Ukraine,48.185,N,23.615,E
11088,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11089,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11090,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11091,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11092,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11093,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11094,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11095,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11096,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11097,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11098,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11099,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11100,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
11101,Lissotriton,vulgaris,Mala-Uholka10,Ukraine,48.179,N,23.624,E
2531,Lissotriton,montandoni,Łopuszna,Poland,49.51490021,N,20.14080048,E
3060,Lissotriton,vulgaris,Valea-Ierii,Romania,46.65039825,N,23.35540009,E
3061,Lissotriton,vulgaris,Valea-Ierii,Romania,46.65039825,N,23.35540009,E
